"S No","Product Name","SKU","Variation","Meesho PID","Category","Qty","Order Number","Suborder Number","Dispatch Date","Return Created Date","Type of Return","Sub Type","Expected Delivery Date","Courier Partner","AWB Number","Status","Attempt","Tracking Link","Return Price Type","Return Reason","Detailed Return Reason"
"60","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","5-6 Years",,"Clothing Set","1","209995146190888448","209995146190888448_1","2025-10-17","2025-10-24","Courier Return (RTO)","forward_RTO","2025-12-01","PocketShip","VL0082530944472","Delivering Today","1","https://www.valmo.in/track/VL0082530944472",,"NA","NA"
"61","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","10-11 Years",,"Clothing Set","1","209780889633398272","209780889633398272_1","2025-10-16","2025-10-24","Courier Return (RTO)","forward_RTO","2025-11-30","PocketShip","VL0082520698457","Delivering Today","1","https://www.valmo.in/track/VL0082520698457",,"NA","NA"
"62","Trendy Boys Outfit Set","boy_nice_green","14-15 Years",,"Clothing Set","1","208638474830716416","208638474830716416_1","2025-10-13","2025-10-24","Customer Return","FIRST_RET","2025-11-18","Valmo","VLR081412200031","Delivering Today","1","https://meesho.portal.shipsy.io/track/result?refNum=VLR081412200031&searchBy=referenceNumber","Meesho Price","Have size / fit related issues","Size correct but too tight"
"63","Trendy Boys Outfit Set","boy_nice_green","11-12 Years",,"Clothing Set","1","209554214135925120","209554214135925120_1","2025-10-15","2025-10-24","Courier Return (RTO)","forward_RTO","2025-11-29","PocketShip","VL0082511052914","Delivering Today","1","https://www.valmo.in/track/VL0082511052914",,"NA","NA"
"64","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","9-10 Years",,"Clothing Set","1","211176820444840576","211176820444840576_1","2025-10-20","2025-10-24","Customer Return","FIRST_RET","2025-11-18","Shadowfax","R1540187391FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1540187391FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"65","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","12-13 Years",,"Clothing Set","1","211370574122032641","211370574122032641_1","2025-10-20","2025-10-24","Customer Return","FIRST_RET","2025-11-18","Shadowfax","R1539672155FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1539672155FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"66","TrendMax Boys’ Clothing Set","boy_run_blue_c1","14-15 Years",,"Clothing Set","1","211166303909607937","211166303909607937_1","2025-10-20","2025-10-24","Customer Return","FIRST_RET","2025-11-18","Shadowfax","R1539680730FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1539680730FPL","Meesho Price","Have size / fit related issues","Size correct but too tight"
"67","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","12-13 Years",,"Clothing Set","1","211392929264073216","211392929264073216_1","2025-10-20","2025-10-24","Customer Return","FIRST_RET","2025-11-18","Shadowfax","R1538731569FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1538731569FPL","Meesho Price","Have size / fit related issues","Did not like the fit"
"68","TrendMax Boys’ Clothing Set","boy_run_blue_c1","11-12 Years",,"Clothing Set","1","211387238810056000","211387238810056000_1","2025-10-20","2025-10-24","Customer Return","FIRST_RET","2025-11-18","Shadowfax","R1535900893FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1535900893FPL","Meesho Price","Have size / fit related issues","Size correct but too tight"
"69","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","6-7 Years",,"Clothing Set","1","209608211400100224","209608211400100224_1","2025-10-16","2025-10-24","Courier Return (RTO)","forward_RTO","2025-11-30","PocketShip","VL0082520698432","Delivering Today","1","https://www.valmo.in/track/VL0082520698432",,"NA","NA"
"70","Trendy Boys Outfit Set","boy_nice_green","10-11 Years",,"Clothing Set","1","204977813483293120","204977813483293120_1","2025-10-03","2025-10-24","Courier Return (RTO)","forward_RTO","2025-11-17","Shadowfax","SF2201540222FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2201540222FPL",,"NA","NA"
"71","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","12-13 Years",,"Clothing Set","1","210311530293524992","210311530293524992_1","2025-10-18","2025-10-24","Courier Return (RTO)","forward_RTO","2025-12-02","PocketShip","VL0082530944121","Delivering Today","1","https://www.valmo.in/track/VL0082530944121",,"NA","NA"
"72","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","5-6 Years",,"Clothing Set","1","210312249125927424","210312249125927424_1","2025-10-18","2025-10-24","Courier Return (RTO)","forward_RTO","2025-12-02","PocketShip","VL0082530944121","Delivering Today","1","https://www.valmo.in/track/VL0082530944121",,"NA","NA"
"73","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","8-9 Years",,"Clothing Set","1","210058311155031552","210058311155031552_1","2025-10-18","2025-10-23","Courier Return (RTO)","forward_RTO","2025-12-02","PocketShip","VL0082530944552","Delivering Today","1","https://www.valmo.in/track/VL0082530944552",,"NA","NA"
"74","TrendMax Boys’ Clothing Set","boy_run_blue_c1","11-12 Years",,"Clothing Set","1","208605074115763712","208605074115763712_1","2025-10-13","2025-10-23","Customer Return","FIRST_RET","2025-11-17","Shadowfax","R1525122307MEO","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=R1525122307MEO","Meesho Price","Have size / fit related issues","Size correct but too tight"
